id,statusdesc,createdate,closeddate,lastaction,parenttype,typename,comments,streetnum,streetname,streetaddress,crossname,cityname,department,division,latitude,longitude,geolocation,typeid,parentid,deptdivid,deptdiv,status,dataset_type
1156598,CLOSED,2025-08-18T15:01:00.000,2025-08-18T15:48:00.000,2025-08-18T15:48:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",A WHITE VEHICLE HAS BEEN PARKED ON THE SERVITUDE WITHOUT MOVING. THERE IS GRASS GROWING UP UNDER IT SINCE IT HAS BEEN THERE FOR A WHILE.,9869,YELLOWSTONE AVE,9869 YELLOWSTONE AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.479263,-91.075867,"
,  
(30.479263, -91.075867)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156596,IN PROGRESS,2025-08-18T14:56:00.000,,2025-09-17T12:58:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT HOME YARD IS  OVERGROWN GRASS NEED TO BE CUT,3247,SHELLEY ST,3247 SHELLEY ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.491867,-91.157333,"
,  
(30.491867, -91.157333)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156594,CLOSED,2025-08-18T14:51:00.000,2025-08-19T07:39:00.000,2025-08-19T07:39:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",REQUEST REMOVAL OF TWO INOPERABLE CARS IN THE FRONT YARD,2945,SHELLEY ST,2945 SHELLEY ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.491629,-91.160004,"
,  
(30.491629, -91.160004)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156593,IN PROGRESS,2025-08-18T14:48:00.000,,2025-09-17T13:18:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",REQUEST REMOVAL OF TWO INOPERABLE VEHICLES  IN THE FRONT YARD,3259,SHELLEY ST,3259 SHELLEY ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.491871,-91.157173,"
,  
(30.491871, -91.157173)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156590,CLOSED,2025-08-18T14:46:00.000,2025-09-15T12:07:00.000,2025-09-15T12:07:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",REQUEST REMOVAL OF TWO INOPERABLE CARS IN THE FRONT YARD,2845,SHELLEY ST,2845 SHELLEY ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.49173,-91.161293,"
,  
(30.49173, -91.161293)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156584,IN PROGRESS,2025-08-18T14:37:00.000,,2025-08-19T08:41:00.000,BLIGHTED PROPERTIES,PROPERTY MISSING WINDOWS OR DOORS,THIS PROPERTY HAS BROKEN WINDOWS AND TALL GRASS.,1112,SHADYBROOK DR,1112 SHADYBROOK DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.453154,-91.016327,"
,  
(30.453154, -91.016327)",172987,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156575,IN PROGRESS,2025-08-18T14:20:00.000,,2025-09-09T07:22:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT HOME YARD IS OVERGROWN GRASS NEED TO BE CUT,552,W CHALFONT DR,552 W CHALFONT DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.459259,-91.021088,"
,  
(30.459259, -91.021088)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156573,CLOSED,2025-08-18T14:10:00.000,2025-08-19T10:46:00.000,2025-08-19T10:46:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,BLIGHTED HOME,3325,CHIPPEWA ST,3325 CHIPPEWA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.473433,-91.156059,"
,  
(30.473433, -91.156059)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156574,CLOSED,2025-08-18T14:10:00.000,2025-09-15T11:36:00.000,2025-09-15T11:36:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY","CALLER REQUESTING FOR JUNK,TRASH AND OTHER DEBRIS TO BE PICKED UP.",805,IRIS ST,805 IRIS ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.420799,-91.18589,"
,  
(30.420799, -91.18589)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156565,IN PROGRESS,2025-08-18T13:56:00.000,,2025-08-19T08:51:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT VACANT LOT.,3873,ALLIQUIPA ST,3873 ALLIQUIPA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.484333,-91.162895,"
,  
(30.484333, -91.162895)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156563,CLOSED,2025-08-18T13:55:00.000,2025-08-22T08:54:00.000,2025-08-22T08:54:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT VACANT LOT.,3881,ALLIQUIPA ST,3881 ALLIQUIPA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.484444,-91.162903,"
,  
(30.484444, -91.162903)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156564,IN PROGRESS,2025-08-18T13:55:00.000,,2025-08-19T08:20:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT VACANT LOT.,3885,ALLIQUIPA ST,3885 ALLIQUIPA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.484554,-91.16291,"
,  
(30.484554, -91.16291)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156561,CLOSED,2025-08-18T13:54:00.000,2025-08-18T14:10:00.000,2025-08-18T14:10:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT VACANT LOT.,3855,ALLIQUIPA ST,3855 ALLIQUIPA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.484037,-91.162758,"
,  
(30.484037, -91.162758)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156557,CLOSED,2025-08-18T13:42:00.000,2025-08-18T14:10:00.000,2025-08-18T14:10:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER STATED THAT TALL GRASS AT THIS LOCATION NEEDS TO BE CUT.,2476,79TH AVE,2476 79TH AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.519524,-91.167007,"
,  
(30.519524, -91.167007)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156556,IN PROGRESS,2025-08-18T13:38:00.000,,2025-08-19T08:20:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",CALLER STATED DUMPSTER HAS NOT BEEN EMPTY FOR A MONTH CLOSE TO UNIT 41B,155,MARILYN DR,155 MARILYN DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.439053,-91.076668,"
,  
(30.439053, -91.076668)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156551,IN PROGRESS,2025-08-18T13:27:00.000,,2025-09-12T12:18:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT VACANT LOT,1770,N 36TH ST,1770 N 36TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.464478,-91.153549,"
,  
(30.464478, -91.153549)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156550,CLOSED,2025-08-18T13:27:00.000,2025-09-12T11:47:00.000,2025-09-12T11:47:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS ON VACANT LOT,1760,N 36TH ST,1760 N 36TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.464375,-91.15358,"
,  
(30.464375, -91.15358)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156548,IN PROGRESS,2025-08-18T13:26:00.000,,2025-09-12T12:18:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS,1761,N 36TH ST,1761 N 36TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.464378,-91.153992,"
,  
(30.464378, -91.153992)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156545,IN PROGRESS,2025-08-18T13:18:00.000,,2025-08-20T15:49:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",SOFA AND COUNTERTOP WAS MISSED LAST TUESDAY,2360,BALIS DR,2360 BALIS DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.427206,-91.140732,"
,  
(30.427206, -91.140732)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156544,IN PROGRESS,2025-08-18T13:18:00.000,,2025-09-05T12:39:00.000,BLIGHTED PROPERTIES,TALL GRASS,3 VACANT LOTS NEED TO BE CUT.,9000-9100,WHITFIELD ST,9000-9100 WHITFIELD ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.528564,-91.164131,"
,  
(30.528564, -91.164131)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156525,CLOSED,2025-08-18T12:35:00.000,2025-09-17T15:33:00.000,2025-09-17T15:33:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT OCCUPIED.,1666,N 36TH ST,1666 N 36TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.463333,-91.153648,"
,  
(30.463333, -91.153648)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156524,CLOSED,2025-08-18T12:34:00.000,2025-08-21T13:50:00.000,2025-08-21T13:50:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,CALLER STATES HOME IS WIDE OPEN AND HAS BEEN GUTTED. CALLER STATES RIFF RAFF POSSIBLY HAVE STAYED IN THE HOME.,4026,TUSCARORA ST,4026 TUSCARORA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.485954,-91.164917,"
,  
(30.485954, -91.164917)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156523,CLOSED,2025-08-18T12:32:00.000,2025-09-15T09:23:00.000,2025-09-15T09:23:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT 4026 TUSCARORA ST NEEDS TO BE CUT AS IT OBSTRUCTS VIEW OF TRAFFIC.,4026,TUSCARORA ST,4026 TUSCARORA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.48572,-91.164894,"
,  
(30.48572, -91.164894)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156521,CLOSED,2025-08-18T12:31:00.000,2025-08-29T10:08:00.000,2025-08-29T10:08:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT 2451 WELLER AVE NEEDS TO BE CUT AS IT OBSTRUCTS VIEW OF TRAFFIC.,2451,WELLER AVE,2451 WELLER AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.485785,-91.16552,"
,  
(30.485785, -91.16552)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156522,CLOSED,2025-08-18T12:31:00.000,2025-08-18T12:48:00.000,2025-08-18T12:48:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT 2457 WELLER AVE NEEDS TO BE CUT AS IT OBSTRUCTS VIEW OF TRAFFIC.,2547,WELLER AVE,2547 WELLER AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.485609,-91.164909,"
,  
(30.485609, -91.164909)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156518,CLOSED,2025-08-18T12:25:00.000,2025-09-15T09:32:00.000,2025-09-15T09:32:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JTD - GARBAGE BAGS AT BURNED HOME,3913,TOPEKA ST,3913 TOPEKA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.484926,-91.16127,"
,  
(30.484926, -91.16127)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156515,CLOSED,2025-08-18T12:21:00.000,2025-08-21T14:20:00.000,2025-08-21T14:20:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,THE HOME WAS BURNED DOWN AND NOW THE HOME HAS TRASH BAGS AND ITS STARTING TO ATTRACT ROACHES AND OTHER BUGS.,3913,TOPEKA ST,3913 TOPEKA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.484928,-91.16127,"
,  
(30.484928, -91.16127)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156512,IN PROGRESS,2025-08-18T12:20:00.000,,2025-08-19T13:39:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER IS REQUESTING THAT THE DITCHES BE MOWED ON ADAMS AVE ACROSS THE STREET FROM 5336 ADAMS AVE.,5336,ADAMS AVE,5336 ADAMS AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.469305,-91.135971,"
,  
(30.469305, -91.135971)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156502,CLOSED,2025-08-18T11:54:00.000,2025-09-18T16:27:00.000,2025-09-18T16:27:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",THE ENTIRE STREET TREE DEBRIS JUNK AND TRASH WAS MISSED LAST WEEKS.,15817,CASTLE RIDGE ST,15817 CASTLE RIDGE ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.36475,-91.008308,"
,  
(30.36475, -91.008308)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156481,CLOSED,2025-08-18T11:28:00.000,2025-08-25T09:22:00.000,2025-08-25T09:22:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY","CALLER IS REQUESTING THAT THE YARD BE CLEANED UP AT 2454 EVANSTON  ST...., GAVE ID#",2454,EVANSTON ST,2454 EVANSTON ST,,BAKER,DEVELOPMENT,BLIGHT ENFORCEMENT,30.597269,-91.128975,"
,  
(30.597269, -91.128975)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156464,IN PROGRESS,2025-08-18T11:08:00.000,,2025-08-19T13:31:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",VACANT HOME WITH TREE DEBRIS PILE UP ON THE PROPERTY NEEDS TO BE REMOVED.,5954,HEIDEL AVE,5954 HEIDEL AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.486469,-91.131081,"
,  
(30.486469, -91.131081)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156450,IN PROGRESS,2025-08-18T10:32:00.000,,2025-09-18T12:39:00.000,BLIGHTED PROPERTIES,TALL GRASS,"CALLER IS REQUESTING THAT THE GRASS BE CUT AT THE ABOVE ADDRESS..., GAVE ID#",2591,LARK ST,2591 LARK ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.524523,-91.166397,"
,  
(30.524523, -91.166397)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156446,CLOSED,2025-08-18T10:25:00.000,2025-08-20T15:38:00.000,2025-08-20T15:38:00.000,BLIGHTED PROPERTIES,TALL GRASS,"CALLER IS REQUESTING THAT THE V/L SITTING ACROSS FROM 1668 GAYOSA ST. ...., GAVE ID#",1647,GAYOSA ST,1647 GAYOSA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.453911,-91.17688,"
,  
(30.453911, -91.17688)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156438,IN PROGRESS,2025-08-18T10:15:00.000,,2025-08-19T09:23:00.000,BLIGHTED PROPERTIES,TALL GRASS,OVERGROWN LOT,1155,N 35TH ST,1155 N 35TH ST,ABEL ST,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.458746,-91.154396,"
,  
(30.458746, -91.154396)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156417,IN PROGRESS,2025-08-18T09:50:00.000,,2025-08-19T08:51:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT HOME YARD IS  OVERGROWN GRASS NEED TO BE CUT,213,EVERGREEN DR,213 EVERGREEN DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.446316,-91.162872,"
,  
(30.446316, -91.162872)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156416,CLOSED,2025-08-18T09:49:00.000,2025-08-18T10:10:00.000,2025-08-18T10:10:00.000,BLIGHTED PROPERTIES,TALL GRASS,OCCUPIED PROPERTY YARD IS OVERGROWN NEED TO BE CUT,1621,NORTH ST,1621 NORTH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.453182,-91.172737,"
,  
(30.453182, -91.172737)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156406,CLOSED,2025-08-18T09:26:00.000,2025-09-16T12:37:00.000,2025-09-16T12:37:00.000,BLIGHTED PROPERTIES,TALL GRASS,OVERGROWN GRASS ACROSS THE STREET FROM 2448 IROOQUOIS ST,2448,IROQUOIS ST,2448 IROQUOIS ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.472078,-91.164917,"
,  
(30.472078, -91.164917)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156397,CLOSED,2025-08-18T09:19:00.000,2025-09-12T10:15:00.000,2025-09-12T10:15:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JTD AT OCCUPIED PROPERTY,8184,HARRY DR,8184 HARRY DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.458857,-91.10537,"
,  
(30.458857, -91.10537)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156394,CLOSED,2025-08-18T09:18:00.000,2025-08-18T11:56:00.000,2025-08-18T11:56:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,HOUSE IS MISSING WINDOWS AND DOORS.    HOUSE NEEDS TO BE TORN DOWN.,6535,SILVERLEAF AVE,6535 SILVERLEAF AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.510691,-91.125488,"
,  
(30.510691, -91.125488)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156367,CLOSED,2025-08-18T08:41:00.000,2025-08-18T09:37:00.000,2025-08-18T09:37:00.000,BLIGHTED PROPERTIES,TALL GRASS,"CALLER IS REQUESTING THAT THE V/L BE CUT SITTIGN AT THE ABOVE LOCATION ..., GAVE ID#",,N ACADIAN THWY E,N ACADIAN THWY E,JONAH ST,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.455784,-91.155067,"
,  
(30.455784, -91.155067)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156361,CLOSED,2025-08-18T08:37:00.000,2025-08-25T09:11:00.000,2025-08-25T09:11:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER STATED THAT THE HOME AT 333 WILTON DR IS OVERGROWN WITH GRASS.,333,WILTON DR,333 WILTON DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.456673,-91.047508,"
,  
(30.456673, -91.047508)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156358,CLOSED,2025-08-18T08:33:00.000,2025-09-05T12:26:00.000,2025-09-05T12:26:00.000,BLIGHTED PROPERTIES,TALL GRASS,"CALLER IS REQUESTING THAT THE YARD BE CUT AT THE ABOVE ADDRESS VERY TALL GRASS AND WEEDS..., GAVE ID#",2127,GOUDCHAUX ST,2127 GOUDCHAUX ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.511097,-91.169998,"
,  
(30.511097, -91.169998)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156344,IN PROGRESS,2025-08-18T08:21:00.000,,2025-08-27T14:27:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",TRASH AND DEBRIS DUMPED ON SIDE OF BECKY LEE DR BETWEEN GLORIA DR AND NANCY DR.,15442,BECKY LEE DR,15442 BECKY LEE DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.458836,-91.015648,"
,  
(30.458836, -91.015648)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156335,CLOSED,2025-08-18T08:09:00.000,2025-09-17T13:49:00.000,2025-09-17T13:49:00.000,BLIGHTED PROPERTIES,PROPERTY MISSING WINDOWS OR DOORS,HAS BEEN BROKEN INTO MULTIPLE TIMES IN THE PAST MONTH. PLEASE INSPECT FOR OPEN BUILDING,223,GATEBRIAR AVE,223 GATEBRIAR AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.577833,-91.205666,"
,  
(30.577833, -91.205666)",172987,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156329,IN PROGRESS,2025-08-18T07:56:00.000,,2025-09-15T09:01:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE","REQUEST: REMOVE ABANDONED AND INOPERABLE VEHICLES FROM VACANT LOT MENTIONED BELOW.  VACANT LOT INFO: - LOT: 42 - BLOCK: 31 - FACING BRICK HOME AT 1391 N 36TH ST, BATON ROUGE, LA 70802   -- VACANT LOT TO LEFT (SOUTH) OF BRICK HOME.  ISSUES: - ABOUT 5 TO 6 ABANDONED AND INOPERABLE VEHICLES ON VACANT LOT. - LOT BEING USED TO STORE ABANDONED VEHICLES CAUSING A PUBLIC NUISANCE.  CONTACT: - VERONICA E SMITH - XXX-XXX-XXXX - LAGRITS21@YAHOO.COM AND LAGRITS21@OUTLOOK.COM",1391,N 36TH ST,1391 N 36TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.461107,-91.153831,"
,  
(30.461107, -91.153831)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156324,CLOSED,2025-08-18T07:49:00.000,2025-08-27T11:18:00.000,2025-08-27T11:18:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,VACANT HOME TO THE LEFT OF 6347 GREENWELL SPRINGS RD WAS HIT BY A CAR NEED TO TORN DOWN,6325,GREENWELL SPRINGS RD,6325 GREENWELL SPRINGS RD,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.469479,-91.127304,"
,  
(30.469479, -91.127304)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1156323,IN PROGRESS,2025-08-18T07:46:00.000,,2025-08-28T12:04:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE","REQUEST: REMOVE ABANDONED AND INOPERABLE VEHICLES FROM VACANT HOME LOT MENTIONED BELOW.  VACANT HOME LOT INFO: - LOCATION: 1143 N 39TH STREET, BATON ROUGE, LA 70802 - LOT: 5 - BLOCK: 5  ISSUE: - ABOUT 5 TO 6 ABANDONED AND INOPERABLE VEHICLES ON VACANT PROPERTY LOT. - OWNER USING PROPERTY TO STORE ABANDONED VEHICLES CAUSING A PUBLIC NUISANCE.  CONTACT: - VERONICA E SMITH - XXX-XXX-XXXX - LAGRITS21@YAHOO.COM AND LAGRITS21@OUTLOOK.COM",1143,N 39TH ST,1143 N 39TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.458597,-91.151466,"
,  
(30.458597, -91.151466)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156318,IN PROGRESS,2025-08-18T07:29:00.000,,2025-08-19T09:23:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE","REQUEST: REMOVE COMMERCIAL VEHICLES AND ABANDONED VEHICLES FROM VACANT LOT BELOW.  VACANT LOT INFO: - LOCATION: 815 N 37TH STREET, BATON ROUGE, LA 70802 - LOT: 43 - BLOCK: 25  ISSUE: - MULTIPLE COMMERCIAL VEHICLES AND ABANDONED INOPERABLE VEHICLES ON VACANT LOT.  CONTACT: - VERONICA E SMITH - XXX-XXX-XXXX - LAGRITS21@YAHOO.COM AND LAGRITS21@OUTLOOK.COM",815,N 37TH ST,815 N 37TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.456041,-91.152878,"
,  
(30.456041, -91.152878)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156311,IN PROGRESS,2025-08-18T07:11:00.000,,2025-08-28T15:17:00.000,BLIGHTED PROPERTIES,TALL GRASS,"REQUEST: CUT TALL GRASS SURROUNDING HOME AT LOCATION BELOW.  HOME LOT INFO: - LOCATION: 1007 N 37TH STREET, BATON ROUGE, LA 70802 - LOT: 29 - BLOCK: 25  ISSUE: - GRASS: TALL GRASS EXCEEDS SIX INCHES.  CONTACT: - VERONICA E SMITH - XXX-XXX-XXXX - LAGRITS21@YAHOO.COM AND LAGRITS21@OUTLOOK.COM",1007,N 37TH ST,1007 N 37TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.457371,-91.152969,"
,  
(30.457371, -91.152969)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1156308,CLOSED,2025-08-18T00:07:00.000,2025-08-29T11:51:00.000,2025-08-29T11:51:00.000,BLIGHTED PROPERTIES,TALL GRASS,"REQUEST:  CUT VACANT LOT TALL GRASS.  VACANT LOT INFO: - LOCATION:  930 N 37TH STREET, BATON ROUGE, LA 70802 - LOT:  11 - BLOCK:  26 - HOUSE:  FACING 906 A/B N 37TH STREET (BLUE DUPLEX)    -- VACANT LOT TO THE LEFT (NORTH) OF HOUSE  ISSUES: - GRASS:  TALL GRASS EXCEEDS SIX INCHES.  CONTACT: - VERONICA E SMITH - XXX-XXX-XXXX - LAGRITS21@YAHOO.COM AND LAGRITS21@OUTLOOK.COM",930,N 37TH ST,930 N 37TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.456909,-91.152519,"
,  
(30.456909, -91.152519)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
